649382 62 61
649387 61 61
649392 61 60
649397 60 60
649402 60 59
649407 59 58
649412 59 57
649417 58 56
649422 57 55
649426 56 54
649431 55 53
649436 54 52
649441 53 51
649446 52 50
649451 51 49
649456 50 47
649461 49 46
649466 47 45
649471 46 43
649476 45 42
649481 44 40
649486 42 39
649491 41 37
649496 40 36
649501 39 34
649506 37 32
649511 35 31
649516 33 29
649521 32 27
649526 30 25
649531 28 24
649536 26 22
649541 25 20
649546 24 18
649551 22 16
649556 20 14
649561 18 12
649566 15 10
649571 13 9
649576 12 7
649581 10 5
649586 9 3
649591 7 1
649596 7 -1
649601 6 -3
649606 6 -5
649611 5 -7
649616 4 -9
649621 0 -11
649626 -4 -13
649631 -7 -15
649636 -10 -17
649641 -11 -19
649646 -13 -21
649651 -15 -22
649656 -18 -24
649661 -20 -26
649666 -22 -28
649671 -24 -30
649676 -26 -31
649681 -28 -33
649686 -28 -35
649691 -30 -36
649696 -31 -38
649701 -33 -40
649706 -35 -41
649711 -37 -43
649716 -39 -44
649721 -41 -45
649726 -42 -47
649731 -43 -48
649736 -45 -49
649741 -45 -51
649746 -47 -52
649751 -48 -53
649756 -48 -54
649761 -50 -55
649766 -51 -56
649771 -52 -57
649776 -54 -58
649781 -55 -59
649786 -56 -60
649791 -57 -60
649796 -58 -61
649801 -59 -62
649806 -60 -62
649811 -60 -63
649816 -61 -63
649821 -61 -63
649826 -61 -64
649831 -62 -64
649836 -62 -64
649841 -62 -64
649846 -62 -64
649851 -62 -64
649856 -63 -64
649861 -63 -64
649866 -63 -64
649871 -63 -64
649876 -63 -64
649881 -63 -63
649886 -63 -63
649891 -62 -62
649896 -62 -62
649901 -62 -61
649906 -61 -61
649911 -61 -60
649916 -60 -59
649921 -59 -58
649926 -58 -58
649931 -58 -57
649936 -57 -56
649941 -56 -55
649946 -55 -54
649951 -55 -53
649956 -54 -51
649961 -52 -50
649966 -51 -49
649971 -50 -48
649976 -49 -46
649981 -48 -45
649986 -47 -43
649991 -45 -42
649996 -43 -40
650001 -42 -39
650006 -40 -37
650011 -39 -36
650016 -37 -34
650021 -36 -32
650026 -34 -31
650031 -33 -29
650036 -31 -27
650041 -30 -25
650046 -28 -24
650051 -26 -22
650056 -24 -20
650061 -22 -18
650066 -20 -16
650071 -18 -14
650076 -16 -12
650081 -15 -10
650086 -13 -8
650091 -11 -6
650096 -9 -4
650101 -7 -2
650106 -5 0
650111 -3 1
650116 -1 3
650121 0 5
650126 2 7
650131 4 9
650136 5 11
650141 7 13
650146 8 15
650151 10 17
650156 12 19
650161 15 21
650166 17 23
650171 19 24
650176 21 26
650181 22 28
650186 24 30
650191 25 31
650196 27 33
650201 29 35
650206 31 36
650211 33 38
650216 35 40
650221 37 41
650226 38 43
650231 39 44
650236 41 45
650241 42 47
650246 43 48
650251 45 49
650256 47 50
650261 48 52
650266 49 53
650271 50 54
650276 52 55
650281 53 56
650286 53 57
650291 55 58
650296 55 58
650301 56 59
650306 57 60
650311 57 60
650316 58 61
650321 59 62
650326 59 62
650331 60 62
650336 60 63
650341 61 63
650346 61 63
650351 61 63
650356 62 63
650361 62 64
650366 62 64
650371 63 63
650376 63 63
650381 62 63
650386 62 63
650391 62 63
650396 62 62
650401 62 62
650406 61 61
650411 61 61
650416 61 60
650421 60 59
650426 60 59
650431 59 58
650436 59 57
650441 58 56
650446 57 55
650451 56 54
650456 55 53
650461 54 52
650466 53 51
650471 52 50
650476 51 49
650481 50 47
650486 48 46
650491 47 45
650496 46 43
650501 45 42
650506 43 40
650511 42 39
650516 41 37
650521 40 35
650526 39 34
650531 37 32
650536 35 30
650541 33 29
650546 31 27
650551 29 25
650556 28 23
650561 26 21
650566 25 20
650571 23 18
650576 22 16
650581 20 14
650586 18 12
650591 15 10
650596 13 8
650601 11 6
650606 10 4
650611 8 2
650616 7 0
650621 7 -2
650626 7 -4
650631 6 -6
650636 6 -8
650641 5 -9
650646 3 -11
650651 0 -13
650656 -5 -15
650661 -8 -17
650666 -10 -19
650671 -12 -21
650676 -13 -23
650681 -15 -25
650686 -19 -26
650691 -21 -28
650696 -24 -30
650701 -26 -32
650706 -27 -33
650711 -28 -35
650716 -29 -37
650721 -30 -38
650726 -32 -40
650731 -34 -41
650736 -36 -43
650741 -38 -44
650746 -40 -46
650751 -42 -47
650756 -43 -48
650761 -44 -50
650766 -45 -51
650771 -46 -52
650776 -47 -53
650781 -48 -54
650786 -49 -55
650791 -50 -56
650796 -51 -57
650801 -53 -58
650806 -54 -59
650811 -56 -60
650816 -57 -60
650821 -57 -61
650826 -58 -62
650831 -59 -62
650836 -60 -63
650841 -60 -63
650846 -61 -64
650851 -61 -64
650856 -62 -64
650861 -62 -64
650866 -62 -64
650871 -62 -64
650876 -62 -64
650881 -62 -64
650886 -62 -64
650891 -62 -64
650896 -62 -64
650901 -62 -64
650906 -62 -63
650911 -62 -63
650916 -62 -62
650921 -62 -62
650926 -61 -61
650931 -61 -61
650936 -60 -60
650941 -60 -59
650946 -59 -58
650951 -58 -57
650956 -57 -57
650961 -57 -56
650966 -56 -55
650971 -55 -53
650976 -54 -52
650981 -53 -51
650986 -52 -50
650991 -51 -49
650996 -50 -47
651001 -49 -46
651006 -48 -45
651011 -46 -43
651016 -45 -42
651021 -43 -40
651026 -42 -39
651031 -40 -37
651036 -39 -35
651041 -37 -34
651046 -35 -32
651051 -34 -30
651056 -33 -29
651061 -31 -27
651066 -29 -25
651071 -28 -23
651076 -26 -21
651081 -24 -19
651086 -21 -18
651091 -20 -16
651096 -18 -14
651101 -16 -12
651106 -15 -10
651111 -13 -8
651116 -11 -6
651121 -10 -4
651126 -8 -2
651131 -6 0
651136 -3 2
651141 -1 4
651146 0 6
651151 2 8
651156 4 10
651161 6 12
651166 7 14
651171 8 15
651176 9 17
651181 11 19
651186 14 21
651191 17 23
651196 19 25
651201 21 27
651206 23 28
651211 24 30
651216 25 32
651221 28 33
651226 29 35
651231 32 37
651236 34 38
651241 35 40
651246 36 41
651251 38 43
651256 39 44
651261 40 46
651266 42 47
651271 43 48
651276 45 49
651281 46 51
651286 48 52
651291 49 53
651296 51 54
651301 52 55
651306 52 56
651311 53 57
651316 54 58
651321 55 59
651326 56 59
651331 57 60
651336 57 61
651341 58 61
651346 59 62
651351 59 62
651356 60 62
651361 60 63
651366 60 63
651371 61 63
651376 61 63
651381 61 64
651386 62 64
651391 62 64
651396 63 63
651401 63 63
651406 62 63
651411 62 63
651416 62 62
651421 62 62
651426 61 62
651431 61 61
651436 61 61
651441 60 60
651446 60 59
651451 59 59
651456 59 58
651461 59 57
651466 58 56
651471 57 55
651476 56 54
651481 55 53
651486 54 52
651491 53 51
651496 52 49
651501 51 48
651506 49 47
651511 48 46
651516 47 44
651521 46 43
651526 45 41
651531 43 40
651536 42 38
651541 40 37
651546 39 35
651551 38 33
651556 37 32
651561 34 30
651566 33 28
651571 31 27
651576 29 25
651581 27 23
651586 26 21
651591 25 19
651596 23 17
651601 21 15
651606 19 14
651611 17 12
651616 15 10
651621 13 8
651626 11 6
651631 9 4
651636 8 2
651641 7 0
651646 7 -2
651651 6 -4
651656 6 -6
651661 5 -8
651666 4 -10
651671 1 -12
651676 -4 -14
651681 -7 -16
651686 -10 -18
651691 -12 -19
651696 -13 -21
651701 -15 -23
651706 -17 -25
651711 -20 -27
651716 -22 -29
651721 -25 -30
651726 -26 -32
651731 -28 -34
651736 -29 -35
651741 -30 -37
651746 -31 -39
651751 -33 -40
651756 -35 -42
651761 -37 -43
651766 -39 -45
651771 -41 -46
651776 -43 -47
651781 -44 -49
651786 -45 -50
651791 -46 -51
651796 -47 -52
651801 -48 -53
651806 -48 -55
651811 -50 -56
651816 -51 -57
651821 -53 -57
651826 -54 -58
651831 -55 -59
651836 -56 -60
651841 -57 -61
651846 -58 -61
651851 -59 -62
651856 -60 -62
651861 -60 -63
651866 -61 -63
651871 -61 -64
651876 -62 -64
651881 -62 -64
651886 -62 -64
651891 -62 -64
651896 -62 -64
651901 -62 -64
651906 -62 -64
651911 -62 -64
651916 -62 -64
651921 -62 -64
651926 -62 -64
651931 -62 -63
651936 -62 -63
651941 -62 -62
651946 -62 -62
651951 -61 -61
651956 -61 -60
651961 -60 -60
651966 -60 -59
651971 -59 -58
651976 -58 -57
651981 -57 -56
651986 -56 -55
651991 -55 -54
651996 -54 -53
652001 -53 -52
652006 -53 -51
652011 -52 -50
652016 -51 -48
652021 -50 -47
652026 -49 -46
652031 -47 -44
652036 -46 -43
652041 -44 -41
652046 -43 -40
652051 -41 -38
652056 -40 -37
652061 -38 -35
652066 -36 -33
652071 -35 -32
652076 -34 -30
652081 -32 -28
652086 -31 -26
652091 -29 -25
652096 -27 -23
652101 -25 -21
652106 -24 -19
652111 -21 -17
652116 -19 -15
652121 -17 -13
652126 -15 -11
652131 -14 -9
652136 -12 -8
652141 -10 -6
652146 -9 -4
652151 -7 -2
652156 -5 0
652161 -3 2
652166 0 4
652171 0 6
652176 2 8
652181 4 10
652186 6 12
652191 7 14
652196 8 16
652201 10 18
652206 12 20
652211 15 21
652216 17 23
652221 20 25
652226 21 27
652231 23 29
652236 24 30
652241 26 32
652246 28 34
652251 30 35
652256 32 37
652261 34 39
652266 36 40
652271 37 42
652276 38 43
652281 40 45
652286 41 46
652291 42 47
652296 44 49
652301 45 50
652306 47 51
652311 49 52
652316 50 53
652321 51 54
652326 52 55
652331 52 56
652336 54 57
652341 54 58
652346 55 59
652351 56 59
652356 57 60
652361 57 61
652366 58 61
652371 59 62
652376 59 62
652381 60 63
652386 60 63
652391 61 63
652396 61 63
652401 61 63
652406 62 64
652411 62 64
652416 62 63
652421 62 63
652426 62 63
652431 62 63
652436 62 63
652441 62 62
652446 62 62
652451 61 62
652456 61 61
652461 61 60
652466 60 60
652471 60 59
652476 59 58
652481 58 58
652486 58 57
652491 58 56
652496 57 55
652501 56 54
652506 55 53
652511 54 52
652516 53 50
652521 51 49
652526 50 48
652531 49 47
652536 48 45
652541 47 44
652546 45 43
652551 44 41
652556 43 40
652561 41 38
652566 40 36
652571 39 35
652576 38 33
652581 36 31
652586 34 30
652591 32 28
652596 31 26
652601 28 24
652606 27 23
652611 25 21
652616 24 19
652621 23 17
652626 21 15
652631 19 13
652636 16 11
652641 14 9
652646 12 7
652651 10 5
652656 9 3
652661 7 1
652666 7 0
652671 6 -2
652676 6 -4
652681 6 -6
652686 5 -8
652691 2 -10
652696 -1 -12
652701 -6 -14
652706 -8 -16
652711 -10 -18
652716 -12 -20
652721 -13 -22
652726 -16 -24
652731 -19 -25
652736 -21 -27
652741 -23 -29
652746 -25 -31
652751 -27 -32
652756 -28 -34
652761 -29 -36
652766 -30 -37
652771 -32 -39
652776 -34 -40
652781 -36 -42
652786 -38 -43
652791 -40 -45
652796 -41 -46
652801 -43 -48
652806 -44 -49
652811 -45 -50
652816 -46 -51
652821 -47 -53
652826 -48 -54
652831 -49 -55
652836 -51 -56
652841 -52 -57
652846 -53 -58
652851 -55 -58
652856 -56 -59
652861 -57 -60
652866 -57 -61
652871 -58 -61
652876 -59 -62
652881 -60 -62
652886 -60 -63
652891 -61 -63
652896 -61 -64
652901 -62 -64
652906 -62 -64
652911 -62 -64
652916 -62 -64
652921 -62 -64
652926 -62 -64
652931 -62 -64
652936 -62 -64
652941 -62 -64
652946 -62 -64
652951 -62 -63
652956 -62 -63
652961 -62 -63
652966 -62 -62
652971 -62 -62
652976 -61 -61
652981 -61 -60
652986 -60 -60
652991 -60 -59
652996 -59 -58
653001 -58 -57
653006 -57 -56
653011 -56 -55
653016 -55 -54
653021 -55 -53
653026 -54 -52
653031 -53 -51
653036 -52 -49
653041 -50 -48
653046 -49 -47
653051 -48 -45
653056 -47 -44
653061 -45 -43
653066 -44 -41
653071 -43 -40
653076 -41 -38
653081 -39 -36
653086 -38 -35
653091 -36 -33
653096 -35 -31
653101 -33 -30
653106 -32 -28
653111 -30 -26
653116 -28 -24
653121 -26 -22
653126 -25 -21
653131 -23 -19
653136 -21 -17
653141 -19 -15
653146 -17 -13
653151 -15 -11
653156 -14 -9
653161 -12 -7
653166 -10 -5
653171 -8 -3
653176 -6 -1
653181 -4 1
653186 -2 3
653191 0 5
653196 2 7
653201 3 9
653206 5 10
653211 6 12
653216 7 14
653221 8 16
653226 9 18
653231 12 20
653236 15 22
653241 18 24
653246 20 25
653251 22 27
653256 23 29
653261 24 31
653266 26 32
653271 28 34
653276 30 36
653281 33 37
653286 34 39
653291 36 40
653296 37 42
653301 38 43
653306 40 45
653311 41 46
653316 42 47
653321 44 49
653326 45 50
653331 47 51
653336 49 52
653341 50 53
653346 51 54
653351 52 55
653356 53 56
653361 54 57
653366 54 58
653371 55 59
653376 56 60
653381 57 60
653386 58 61
653391 58 61
653396 59 62
653401 59 62
653406 60 63
653411 60 63
653416 61 63
653421 61 63
653426 61 63
653431 61 64
653436 62 64
653441 62 63
653446 62 63
653451 62 63
653456 62 63
653461 62 63
653466 62 62
653471 62 62
653476 61 61
653481 61 61
653486 60 60
653491 60 60
653496 60 59
653501 59 58
653506 59 57
653511 58 57
653516 57 56
653521 57 55
653526 56 54
653531 55 53
653536 54 51
653541 52 50
653546 51 49
653551 50 48
653556 49 46
653561 48 45
653566 46 44
653571 45 42
653576 44 41
653581 42 39
653586 41 38
653591 40 36
653596 39 34
653601 37 33
653606 35 31
653611 33 29
653616 32 28
653621 30 26
653626 28 24
653631 26 22
653636 25 20
653641 24 18
653646 22 17
653651 20 15
653656 18 13
653661 16 11
653666 14 9
653671 12 7
653676 10 5
653681 8 3
653686 7 1
653691 6 -1
653696 6 -3
653701 6 -5
653706 5 -7
653711 4 -9
653716 0 -11
653721 -4 -13
653726 -8 -14
653731 -9 -16
653736 -11 -18
653741 -12 -20
653746 -13 -22
653751 -15 -24
653756 -18 -26
653761 -21 -27
653766 -23 -29
653771 -25 -31
653776 -27 -33
653781 -28 -34
653786 -29 -36
653791 -30 -38
653796 -32 -39
653801 -34 -41
653806 -36 -42
653811 -38 -44
653816 -40 -45
653821 -42 -47
653826 -43 -48
653831 -45 -49
653836 -45 -50
653841 -46 -52
653846 -47 -53
653851 -48 -54
653856 -49 -55
653861 -51 -56
653866 -52 -57
653871 -53 -58
653876 -55 -59
653881 -56 -59
653886 -57 -60
653891 -58 -61
653896 -59 -61
653901 -59 -62
653906 -60 -63
653911 -60 -63
653916 -61 -63
653921 -61 -64
653926 -62 -64
653931 -62 -64
653936 -62 -64
653941 -62 -64
653946 -62 -64
653951 -62 -64
653956 -62 -64
653961 -62 -64
653966 -62 -64
653971 -62 -64
653976 -62 -63
653981 -62 -63
653986 -62 -63
653991 -62 -62
653996 -62 -61
654001 -61 -61
654006 -61 -60
654011 -60 -59
654016 -59 -59
654021 -59 -58
654026 -58 -57
654031 -57 -56
654036 -56 -55
654041 -55 -54
654046 -55 -53
654051 -53 -52
654056 -53 -50
654061 -51 -49
654066 -50 -48
654071 -49 -47
654076 -48 -45
654081 -47 -44
654086 -46 -42
654091 -44 -41
654096 -42 -39
654101 -41 -38
654106 -39 -36
654111 -37 -34
654116 -36 -33
654121 -34 -31
654126 -33 -29
654131 -31 -27
654136 -30 -26
654141 -28 -24
654146 -26 -22
654151 -24 -20
654156 -22 -18
654161 -20 -16
654166 -18 -14
654171 -16 -13
654176 -15 -11
654181 -13 -9
654186 -12 -7
654191 -10 -5
654196 -9 -3
654201 -7 -1
654206 -4 1
654211 -2 3
654216 0 5
654221 2 7
654226 3 9
654231 5 11
654236 6 13
654241 7 15
654246 9 17
654251 10 18
654256 13 20
654261 16 22
654266 18 24
654271 20 26
654276 22 28
654281 23 29
654286 25 31
654291 27 33
654296 29 34
654301 31 36
654306 33 38
654311 35 39
654316 36 41
654321 38 42
654326 39 44
654331 40 45
654336 42 46
654341 43 48
654346 44 49
654351 46 50
654356 47 51
654361 49 53
654366 50 54
654371 51 55
654376 52 56
654381 53 57
654386 54 57
654391 55 58
654396 56 59
654401 56 60
654406 57 60
654411 58 61
654416 58 61
654421 59 62
654426 59 62
654431 60 63
654436 60 63
654441 61 63
654446 61 63
654451 61 63
654456 62 64
654461 62 64
654466 63 63
654471 62 63
654476 62 63
654481 62 63
654486 62 63
654491 62 62
654496 62 62
654501 62 61
654506 61 61
654511 60 60
654516 60 60
654521 60 59
654526 59 58
654531 59 57
654536 58 56
654541 57 55
654546 56 54
654551 55 53
654556 54 52
654561 53 51
654566 52 50
654571 51 49
654576 50 47
654581 48 46
654586 47 45
654591 46 43
654596 45 42
654601 44 40
654606 42 39
654611 41 37
654616 40 36
654621 39 34
654626 37 32
654631 35 31
654636 33 29
654641 31 27
654646 29 25
654651 27 24
654656 26 22
654661 25 20
654666 24 18
654671 22 16
654676 20 14
654681 18 12
654686 15 10
654691 13 9
654696 11 7
654701 10 5
654706 9 3
654711 7 1
654716 7 -1
654721 6 -3
654726 6 -5
654731 5 -7
654736 4 -9
654741 2 -11
654746 -2 -13
654751 -7 -15
654756 -9 -17
654761 -11 -19
654766 -12 -21
654771 -14 -22
654776 -17 -24
654781 -19 -26
654786 -22 -28
654791 -24 -30
654796 -26 -31
654801 -27 -33
654806 -28 -35
654811 -30 -36
654816 -31 -38
654821 -32 -40
654826 -35 -41
654831 -37 -43
654836 -39 -44
654841 -41 -45
654846 -42 -47
654851 -43 -48
654856 -45 -49
654861 -45 -51
654866 -46 -52
654871 -47 -53
654876 -48 -54
654881 -49 -55
654886 -51 -56
654891 -52 -57
654896 -53 -58
654901 -55 -59
654906 -56 -60
654911 -57 -60
654916 -58 -61
654921 -59 -62
654926 -59 -62
654931 -60 -63
654936 -60 -63
654941 -61 -63
654946 -61 -64
654951 -62 -64
654956 -62 -64
654961 -62 -64
654966 -62 -64
654971 -62 -64
654976 -62 -64
654981 -62 -64
654986 -62 -64
654991 -62 -64
654996 -62 -64
655001 -62 -63
655006 -62 -63
655011 -62 -62
655016 -62 -62
655021 -61 -61
655026 -61 -61
655031 -60 -60
655036 -60 -59
