655041 -59 -58
655046 -58 -58
655051 -58 -57
655056 -57 -56
655061 -56 -55
655066 -55 -54
655071 -55 -53
655076 -53 -51
655081 -52 -50
655086 -51 -49
655091 -50 -48
655096 -49 -46
655101 -48 -45
655106 -47 -43
655111 -45 -42
655116 -43 -40
655121 -42 -39
655126 -40 -37
655131 -38 -36
655136 -37 -34
655141 -36 -32
655146 -34 -31
655151 -33 -29
655156 -31 -27
655161 -30 -25
655166 -28 -24
655171 -26 -22
655176 -24 -20
655181 -22 -18
655186 -20 -16
655191 -18 -14
655196 -16 -12
655201 -14 -10
655206 -13 -8
655211 -11 -6
655216 -9 -4
655221 -7 -2
655226 -5 0
655231 -3 1
655236 -1 3
655241 0 5
655246 2 7
655251 3 9
655256 5 11
655261 6 13
655266 7 15
655271 9 17
655276 11 19
655281 14 21
655286 17 23
655291 19 24
655296 21 26
655301 22 28
655306 23 30
655311 25 31
655316 27 33
655321 29 35
655326 31 36
655331 33 38
655336 35 40
655341 36 41
655346 38 43
655351 39 44
655356 41 45
655361 42 47
655366 43 48
655371 45 49
655376 46 50
655381 48 52
655386 49 53
655391 50 54
655396 52 55
655401 52 56
655406 53 57
655411 54 58
655416 55 58
655421 56 59
655426 57 60
655431 57 60
655436 58 61
655441 58 62
655446 59 62
655451 59 62
655456 60 63
655461 60 63
655466 61 63
655471 61 63
655476 61 63
655481 62 64
655486 62 64
655491 62 63
655496 63 63
655501 62 63
655506 62 63
655511 62 63
655516 62 62
655521 62 62
655526 61 61
655531 61 61
655536 60 60
655541 60 59
655546 59 59
655551 59 58
655556 58 57
655561 58 56
655566 57 55
655571 56 54
655576 55 53
655581 54 52
655586 53 51
655591 52 50
655596 51 49
655601 50 47
655606 48 46
655611 47 45
655616 46 43
655621 45 42
655626 43 40
655631 42 39
655636 41 37
655641 40 35
655646 38 34
655651 37 32
655656 35 30
655661 33 29
655666 31 27
655671 29 25
655676 27 23
655681 26 21
655686 24 20
655691 23 18
655696 21 16
655701 19 14
655706 17 12
655711 15 10
655716 13 8
655721 11 6
655726 9 4
655731 8 2
655736 7 0
655741 6 -2
655746 6 -4
655751 6 -6
655756 5 -8
655761 3 -9
655766 0 -11
655771 -4 -13
655776 -8 -15
655781 -10 -17
655786 -11 -19
655791 -12 -21
655796 -14 -23
655801 -17 -25
655806 -20 -26
655811 -22 -28
655816 -24 -30
655821 -26 -32
655826 -28 -33
655831 -29 -35
655836 -30 -37
655841 -31 -38
655846 -33 -40
655851 -35 -41
655856 -37 -43
655861 -39 -44
655866 -41 -46
655871 -42 -47
655876 -44 -48
655881 -45 -50
655886 -46 -51
655890 -47 -52
655895 -48 -53
655900 -48 -54
655905 -50 -55
655910 -51 -56
655915 -52 -57
655920 -53 -58
655925 -55 -59
655930 -56 -60
655935 -57 -60
655940 -58 -61
655945 -59 -62
655950 -59 -62
655955 -60 -63
655960 -61 -63
655965 -61 -64
655970 -62 -64
655975 -62 -64
655980 -62 -64
655985 -62 -64
655990 -62 -64
655995 -62 -64
656000 -62 -64
656005 -62 -64
656010 -62 -64
656015 -62 -64
656020 -62 -64
656025 -62 -63
656030 -62 -63
656035 -62 -62
656040 -62 -62
656045 -61 -61
656050 -61 -61
656055 -60 -60
656060 -60 -59
656065 -59 -58
656070 -59 -57
656075 -57 -57
656080 -57 -56
656085 -56 -55
656090 -55 -53
656095 -54 -52
656100 -53 -51
656105 -52 -50
656110 -51 -49
656115 -50 -47
656120 -49 -46
656125 -48 -45
656130 -47 -43
656135 -45 -42
656140 -44 -40
656145 -42 -39
656150 -40 -37
656155 -39 -35
656160 -37 -34
656165 -35 -32
656170 -34 -30
656175 -32 -29
656180 -31 -27
656185 -30 -25
656190 -28 -23
656195 -26 -21
656200 -24 -19
656205 -22 -18
656210 -20 -16
656215 -18 -14
656220 -16 -12
656225 -15 -10
656230 -13 -8
656235 -11 -6
656240 -10 -4
656245 -8 -2
656250 -6 0
656255 -3 2
656260 -1 4
656265 0 6
656270 2 8
656275 4 10
656280 6 12
656285 7 14
656290 8 15
656295 9 17
656300 11 19
656305 14 21
656310 17 23
656315 19 25
656320 21 27
656325 23 28
656330 24 30
656335 25 32
656340 28 33
656345 29 35
656350 31 37
656355 34 38
656360 35 40
656365 37 41
656370 38 43
656375 39 44
656380 40 46
656385 42 47
656390 43 48
656395 45 49
656400 46 51
656405 48 52
656410 49 53
656415 51 54
656420 51 55
656425 52 56
656430 53 57
656435 54 58
656440 55 59
656445 56 59
656450 57 60
656455 57 61
656460 58 61
656465 59 62
656470 59 62
656475 60 62
656480 60 63
656485 60 63
656490 61 63
656495 61 63
656500 61 64
656505 62 64
656510 62 64
656515 63 63
656520 63 63
656525 62 63
656530 62 63
656535 62 62
656540 62 62
656545 61 62
656550 61 61
656555 61 61
656560 61 60
656565 60 59
656570 59 59
656575 59 58
656580 59 57
656585 58 56
656590 57 55
656595 56 54
656600 55 53
656605 54 52
656610 53 51
656615 52 49
656620 50 48
656625 49 47
656630 48 46
656635 47 44
656640 46 43
656645 45 41
656650 43 40
656655 42 38
656660 40 37
656665 40 35
656670 38 33
656675 36 32
656680 34 30
656685 33 28
656690 31 27
656695 29 25
656700 27 23
656705 26 21
656710 24 19
656715 23 17
656720 21 15
656725 19 14
656730 17 12
656735 15 10
656740 13 8
656745 11 6
656750 9 4
656755 8 2
656760 7 0
656765 7 -2
656770 6 -4
656775 6 -6
656780 5 -8
656785 3 -10
656790 0 -12
656795 -4 -14
656800 -8 -16
656805 -10 -18
656810 -12 -19
656815 -13 -21
656820 -15 -23
656825 -18 -25
656830 -20 -27
656835 -22 -29
656840 -25 -30
656845 -26 -32
656850 -28 -34
656855 -29 -35
656860 -30 -37
656865 -31 -39
656870 -33 -40
656875 -36 -42
656880 -38 -43
656885 -39 -45
656890 -41 -46
656895 -43 -47
656900 -44 -49
656905 -45 -50
656910 -46 -51
656915 -47 -52
656920 -48 -53
656925 -48 -55
656930 -50 -56
656935 -51 -57
656940 -53 -57
656945 -54 -58
656950 -55 -59
656955 -56 -60
656960 -57 -61
656965 -58 -61
656970 -59 -62
656975 -60 -62
656980 -60 -63
656985 -61 -63
656990 -61 -64
656995 -62 -64
657000 -62 -64
657005 -62 -64
657010 -62 -64
657015 -62 -64
657020 -62 -64
657025 -62 -64
657030 -62 -64
657035 -62 -64
657040 -62 -64
657045 -63 -64
657050 -63 -63
657055 -63 -63
657060 -62 -62
657065 -62 -62
657070 -61 -61
657075 -61 -60
657080 -60 -60
657085 -60 -59
657090 -59 -58
657095 -59 -57
657100 -58 -56
657105 -56 -55
657110 -55 -54
657115 -55 -53
657120 -54 -52
657125 -52 -51
657130 -52 -50
657135 -51 -48
657140 -50 -47
657145 -49 -46
657150 -48 -44
657155 -46 -43
657160 -45 -41
657165 -43 -40
657170 -42 -38
657175 -40 -37
657180 -38 -35
657185 -37 -33
657190 -35 -32
657195 -34 -30
657200 -32 -28
657205 -31 -26
657210 -29 -25
657215 -27 -23
657220 -25 -21
657225 -24 -19
657230 -22 -17
657235 -19 -15
657240 -17 -13
657245 -15 -11
657250 -14 -9
657255 -12 -8
657260 -11 -6
657265 -9 -4
657270 -8 -2
657275 -5 0
657280 -3 2
657285 -1 4
657290 1 6
657295 2 8
657300 4 10
657305 6 12
657310 7 14
657315 8 16
657320 10 18
657325 12 20
657330 15 21
657335 17 23
657340 19 25
657345 21 27
657350 23 29
657355 24 30
657360 26 32
657365 28 34
657370 30 35
657375 32 37
657380 34 39
657385 36 40
657390 37 42
657395 38 43
657400 40 45
657405 41 46
657410 42 47
657415 44 49
657420 45 50
657425 47 51
657430 49 52
657435 50 53
657440 51 54
657445 52 55
657450 53 56
657455 53 57
657460 54 58
657465 55 59
657470 56 59
657475 57 60
657480 58 61
657485 58 61
657490 59 62
657495 59 62
657500 60 63
657505 60 63
657510 61 63
657515 61 63
657520 61 63
657525 62 64
657530 62 64
657535 62 63
657540 62 63
657545 62 63
657550 62 63
657555 62 63
657560 62 62
657565 62 62
657570 61 62
657575 61 61
657580 61 60
657585 60 60
657590 60 59
657595 59 58
657600 58 58
657605 58 57
657610 58 56
657615 57 55
657620 56 54
657625 55 53
657630 54 52
657635 53 50
657640 52 49
657645 50 48
657650 49 47
657655 48 45
657660 47 44
657665 46 43
657670 44 41
657675 43 40
657680 42 38
657685 40 36
657690 39 35
657695 38 33
657700 36 31
657705 34 30
657710 32 28
657715 30 26
657720 29 24
657725 27 23
657730 25 21
657735 24 19
657740 23 17
657745 21 15
657750 19 13
657755 17 11
657760 14 9
657765 12 7
657770 10 5
657775 9 3
657780 7 1
657785 7 0
657790 6 -2
657795 6 -4
657800 6 -6
657805 5 -8
657810 4 -10
657815 0 -12
657820 -4 -14
657825 -8 -16
657830 -10 -18
657835 -12 -20
657840 -13 -22
657845 -15 -24
657850 -18 -25
657855 -21 -27
657860 -23 -29
657865 -25 -31
657870 -27 -32
657875 -28 -34
657880 -29 -36
657885 -30 -37
657890 -32 -39
657895 -34 -40
657900 -36 -42
657905 -38 -43
657910 -39 -45
657915 -41 -46
657920 -43 -48
657925 -44 -49
657930 -45 -50
657935 -46 -51
657940 -47 -53
657945 -48 -54
657950 -49 -55
657955 -50 -56
657960 -52 -57
657965 -53 -58
657970 -55 -58
657975 -56 -59
657980 -57 -60
657985 -57 -61
657990 -58 -61
657995 -59 -62
658000 -60 -62
658005 -60 -63
658010 -61 -63
658015 -61 -64
658020 -62 -64
658025 -62 -64
658030 -62 -64
658035 -62 -64
658040 -62 -64
658045 -62 -64
658050 -62 -64
658055 -62 -64
658060 -62 -64
658065 -62 -64
658070 -62 -63
658075 -62 -63
658080 -62 -63
658085 -62 -62
658090 -62 -62
658095 -61 -61
658100 -61 -60
658105 -60 -60
658110 -60 -59
658115 -59 -58
658120 -58 -57
658125 -57 -56
658130 -57 -55
658135 -56 -54
658140 -54 -53
658145 -54 -52
658150 -53 -51
658155 -52 -49
658160 -51 -48
658165 -50 -47
658170 -48 -45
658175 -47 -44
658180 -46 -43
658185 -44 -41
658190 -43 -40
658195 -41 -38
658200 -40 -36
658205 -38 -35
658210 -36 -33
658215 -35 -31
658220 -33 -30
658225 -31 -28
658230 -30 -26
658235 -28 -24
658240 -26 -22
658245 -24 -21
658250 -22 -19
658255 -20 -17
658260 -19 -15
658265 -17 -13
658270 -15 -11
658275 -13 -9
658280 -11 -7
658285 -9 -5
658290 -7 -3
658295 -5 -1
658300 -3 1
658305 -1 3
658310 0 5
658315 2 7
658320 4 9
658325 6 10
658330 8 12
658335 9 14
658340 11 16
658345 13 18
658350 15 20
658355 17 22
658360 19 24
658365 21 25
658370 23 27
658375 24 29
658380 26 31
658385 28 32
658390 30 34
658395 31 36
658400 34 37
658405 35 39
658410 37 40
658415 38 42
658420 40 43
658425 41 45
658430 43 46
658435 44 47
658440 45 49
658445 47 50
658450 48 51
658455 49 52
658460 50 53
658465 51 54
658470 52 55
658475 53 56
658480 54 57
658485 55 58
658490 56 59
658495 57 60
658500 58 60
658505 59 61
658510 60 61
658515 60 62
658520 61 62
658525 61 63
658530 61 63
658535 62 63
658540 62 63
658545 62 63
658550 63 64
658555 63 64
658560 63 63
658565 63 63
658570 62 63
658575 63 63
658580 63 63
658585 63 62
658590 62 62
658595 62 61
658600 61 61
658605 61 60
658610 60 60
658615 60 59
658620 59 58
658625 59 57
658630 58 57
658635 58 56
658640 57 55
658645 56 54
658650 55 53
658655 54 51
658660 53 50
658665 51 49
658670 50 48
658675 49 46
658680 47 45
658685 46 44
658690 45 42
658695 44 41
658700 42 39
658705 41 38
658710 40 36
658715 38 34
658720 37 33
658725 35 31
658730 33 29
658735 31 28
658740 30 26
658745 28 24
658750 26 22
658755 25 20
658760 23 18
658765 21 17
658770 19 15
658775 17 13
658780 15 11
658785 13 9
658790 11 7
658795 9 5
658800 7 3
658805 5 1
658810 4 -1
658815 2 -3
658820 0 -5
658825 -1 -7
658830 -4 -9
658835 -6 -11
658840 -8 -13
658845 -10 -14
658850 -11 -16
658855 -12 -18
658860 -14 -20
658865 -17 -22
658870 -19 -24
658875 -21 -26
658880 -23 -27
658885 -25 -29
658890 -26 -31
658895 -28 -33
658900 -29 -34
658905 -31 -36
658910 -33 -38
658915 -35 -39
658920 -36 -41
658925 -38 -42
658930 -39 -44
658935 -41 -45
658940 -43 -47
658945 -44 -48
658950 -45 -49
658955 -46 -50
658960 -48 -52
658965 -49 -53
658970 -50 -54
658975 -52 -55
658980 -53 -56
658985 -54 -57
658990 -55 -58
658995 -56 -59
659000 -57 -59
659005 -58 -60
659010 -59 -61
659015 -59 -61
659020 -60 -62
659025 -60 -63
659030 -61 -63
659035 -62 -63
659040 -62 -64
659045 -62 -64
659050 -63 -64
659055 -63 -64
659060 -63 -64
659065 -63 -64
659070 -63 -64
659075 -63 -64
659080 -63 -64
659085 -63 -64
659090 -63 -64
659095 -63 -63
659100 -63 -63
659105 -63 -63
659110 -63 -62
659115 -62 -61
659120 -61 -61
659125 -61 -60
659130 -60 -59
659135 -59 -59
659140 -59 -58
659145 -58 -57
659150 -58 -56
659155 -56 -55
659160 -55 -54
659165 -55 -53
659170 -53 -52
659175 -52 -50
659180 -51 -49
659185 -50 -48
659190 -49 -47
659195 -48 -45
659200 -47 -44
659205 -45 -42
659210 -43 -41
659215 -42 -39
659220 -40 -38
659225 -39 -36
659230 -37 -34
659235 -35 -33
659240 -34 -31
659245 -33 -29
659250 -31 -27
659255 -29 -26
659260 -27 -24
659265 -26 -22
659270 -24 -20
659275 -22 -18
659280 -20 -16
659285 -17 -14
659290 -16 -13
659295 -14 -11
659300 -13 -9
659305 -11 -7
659310 -9 -5
659315 -7 -3
659320 -5 -1
659325 -3 1
659330 -1 3
659335 0 5
659340 2 7
659345 4 9
659350 6 11
659355 8 13
659360 10 15
659365 12 17
659370 14 18
659375 16 20
659380 18 22
659385 19 24
